ISBN;Title;Author;Year;Publisher
879520388;Science and Health with Key to the Scriptures (W.M.B.E.);Mary Baker Eddy;1994;Writings of Mary Baker Eddy
520077806;Mama Lola: A Voodoo Priestess in Brooklyn (Comparative Studies in Religion and Society, No. 4);Karen McCarthy Brown;1992;University of California Press
295955252;No-No Boy;John Okada;1978;University of Washington Press
824811720;All I Asking for Is My Body (Kolowalu Book);Milton Murayama;1988;University of Hawaii Press
385482388;The Mistress of Spices;Chitra Banerjee Divakaruni;1998;Anchor Books/Doubleday
312275560;The Path of Minor Planets : A Novel;Andrew Sean Greer;2001;Picador
820319627;Curanderismo: Mexican American Folk Healing;Robert T., Ii Trotter;1997;University of Georgia Press
767901266;A Hope in the Unseen : An American Odyssey from the Inner City to the Ivy League;RON SUSKIND;1999;Broadway
385470142;Fires in the Mirror: Crown Heights, Brooklyn and Other Identities;Anna Deavere Smith;1993;Anchor
870238566;Unbroken Thread: An Anthology of Plays by Asian American Women;Roberta Uno;1993;University of Massachusetts Press
1558850481;Zoot Suit and Other Plays;Luis Valdez;1992;Arte Publico Press
679733760;A Midwife's Tale : The Life of Martha Ballard, Based on Her Diary, 1785-1812;LAUREL THATCHER ULRICH;1991;Vintage
395874653;Kaleidoscope Readings in Education;K. Ryan;1997;Houghton Mifflin College
399141146;The Hundred Secret Senses;Amy Tan;1995;Putnam Pub Group
375706771;Midwives: A Novel;Chris Bohjalian;1998;Vintage
451525078;Don Quixote of LA Mancha;Miguel de Cervantes Saavedra;1990;Signet Classics
679722319;Where I'm Calling from: New and Selected Stories (Vintage Contemporaries);Raymond Carver;1989;Vintage Books USA
553213601;Cyrano De Bergerac (Bantam Classics);EDMOND ROSTAND;1950;Bantam
679745580;In Cold Blood (Vintage International);TRUMAN CAPOTE;1994;Vintage
679741410;Writers Dreaming: 26 Writers Talk About Their Dreams and the Creative Process;Naomi Epel;1994;Vintage Books USA
679729259;The Brothers Karamazov (Vintage Classics);Fyodor Dostoyevsky;1991;Vintage Books USA
452260116;Song of Solomon (Oprah's Book Club (Paperback));Toni Morrison;1987;Plume Books
812533550;Ender's Game (Ender Wiggins Saga (Paperback));Orson Scott Card;1986;Tor Books
20442602;Voyage of the Dawn Treader;C. S. Lewis;1970;MacMillan Publishing Company.
312978367;The Prometheus Deception;Robert Ludlum;2001;St. Martin's Press
038079893X;Coronado Conspiracy;George Galdorisi Captain;1998;Avon
61098019;H.M.S. Unseen;Patrick Robinson;2000;HarperTorch
425177696;The Passenger;Patrick A. Davis;2000;Berkley Publishing Group
812517725;The Great Hunt (The Wheel of Time, Book 2);Robert Jordan;1991;Tor Fantasy
380818191;Truth, The;Terry Pratchett;2001;HarperTorch
9721013412;Os Maias;Eca de Queiros;0;Publicacoes Europa-America
074346771X;S.W.A.T.;Diane Carey;2003;Pocket Star
399134883;Life on the Road;Charles Kuralt;1990;Putnam Pub Group
316037443;The Best Cat Ever;Cleveland Amory;1993;"Little Brown &amp; Co"
1878067745;Solo: On Her Own Adventure;Susan Fox Rogers;1996;Seal Press (WA)
399138749;Mr. Murder;Dean R. Koontz;1993;Putnam Pub Group
571069134;Dark Labyrinth;Lawrence Durrell;0;Faber Faber Inc
811816583;New York Dogs;Andrea Mohin;1997;Chronicle Books Llc
1588512681;Demonlands;Anthony M. Fauglid;2001;Publishamerica
1573228745;Innocence;Jane Mendelsohn;2001;Riverhead Books
446528757;Joy;Victoria Christopher Murray;2001;Walk Worthy Press
451191145;Atlas Shrugged;Ayn Rand;1996;Signet Book
136714897;Quotations from Women on Life;Rosalie Maggio;1997;Prentice Hall Art
689823517;The Dance;Richard Paul Evans;1999;"Simon &amp; Schuster Children's Publishing"
875093663;Pursuit of God;Aiden W. Tozer;1982;Christian Publications
671510126;The Good Earth (Enriched Classics);Pearl S. Buck;1994;Pocket
440403278;Number the Stars (Yearling Newbery);Lois Lowry;1990;Yearling Books
803722907;A Long Way from Chicago: A Novel in Stories (Newbery Honor Book, 1999);Richard Peck;1998;Dial Books
60987561;I Know This Much Is True;Wally Lamb;1999;Regan Books
842314296;Hinds' Feet on High Places;Hannah Hurnard;1997;Living Books
1880089858;Woman, Thou Art Loosed: Healing the Wounds of the Past;T. D. Jakes;1994;Bethany House Publishers
312265867;To the Nines: A Stephanie Plum Novel;Janet Evanovich;2003;St. Martin's Press
055328424X;Talent;Howard Kaminsky;1990;Bantam Books
373250290;Carrie Pilby (Red Dress Ink (Paperback));Caren Lissner;2003;Red Dress Ink
1844262553;Free;Paul Vincent;2003;Upfront Publishing
3442411580;Die LÃ?Â¶win von Aquitanien. Roman.;Tanja Kinkel;1991;Goldmann
3548600867;Die TotenwÃ?Â¤scherin.;Helga Hegewisch;2001;Ullstein TB-Vlg
3596124166;Flush. Eine Biographie.;Virginia Woolf;1994;Fischer (Tb.), Frankfurt
3257227809;Venezianisches Finale. Commissario Brunettis erster Fall.;Donna Leon;1995;Diogenes Verlag
344244392X;Das Tagebuch Der Bridget Jones;Helen Fielding;2000;Wilhelm Goldmann Verlag, GmbH
3546001575;Der Geschichtenmacher.;Kjell Johansson;1999;Claassen Verlag
525945172;The Experiment;John Darnton;1999;Penguin USA
3462029916;Wie Ich Einmal Die Welt Rettete (Beck-Texte Im Dtv);Ahne;2001;"Kiepenheuer &amp; Witsch GmbH &amp; Co. KG, Verlag"
3423203668;Die fÃ?Â¼nfte Frau.;Henning Mankell;2000;Dtv
3423204206;Die falsche FÃ?Â¤hrte.;Henning Mankell;2001;Dtv
152008772;Hang a Thousand Trees with Ribbons: The Story of Phillis Wheatley;Ann Rinaldi;1996;Gulliver Books Paperbacks
312150601;Behind the Scenes at the Museum : A Novel;Kate Atkinson;1999;Picador
671899619;Fast Forward;Judy Mercer;1997;Pocket
61099694;Hill Towns;Anne Rivers Siddons;1994;HarperTorch
446603309;The Witness;Sandra Brown;1996;Warner Books
345302745;Speaker of Mandarin;Ruth Rendell;1990;Fawcett Books
671881957;KISS AND TELL (NANCY DREW FILES 104) : KISS AND TELL;Carolyn Keene;1995;Simon Pulse
786881852;Don't Sweat the Small Stuff and It's All Small Stuff : Simple Ways to Keep the Little Things from Taking Over Your Life (Don't Sweat the Small Stuff Series);Richard Carlson;1997;Hyperion
310240972;Ten Secrets for the Man in the Mirror;Patrick Morley;2000;Zondervan Publishing House
440170370;Player Piano;Kurt Vonnegut;1997;Dell Publishing Company
034524575X;Something Happened;Joseph Heller;1975;Ballantine Books
345413873;Monster : A Novel (Alex Delaware Novels (Paperback));JONATHAN KELLERMAN;2000;Ballantine Books
380726262;"Moon Music (Peter Decker &amp; Rina Lazarus Novels (Paperback))";Faye Kellerman;1999;Avon
671881965;STOLEN AFFECTIONS (NANCY DREW FILES 105) : STOLEN AFFECTIONS;Carolyn Keene;1995;Simon Pulse
671881981;ANYTHING FOR LOVE (NANCY DREW FILES 107) : ANYTHING FOR LOVE (Nancy Drew Files (Paperback));Carolyn Keene;1995;Simon Pulse
671881930;COUNTERFEIT CHRISTMAS (NANCY DREW FILES 102) : COUNTERFEIT CHRISTMAS (Nancy Drew Files (Paperback));Carolyn Keene;1994;Simon Pulse
671881949;HEART OF ICE (NANCY DREW FILES 103) : HEART OF ICE (Nancy Drew Files (Paperback));Carolyn Keene;1995;Simon Pulse
590419293;Prom Dress;Lael Littke;1989;Scholastic Paperbacks
671896768;Crossover (Star Trek: The Next Generation);Michael Jan Friedman;1996;Star Trek
64410129;The Carnivorous Carnival (A Series of Unfortunate Events, Book 9);Lemony Snicket;2002;HarperCollins
553267736;American Revolutionary (Time Machine No 10);Arthur Byron Cover;1987;Starfire
055325636X;Terror on Kabran (Escape from Tenopia, No 3);Richard Brightfield;1986;Bantam Books
553254723;Tenopia Island (Escape from Tenopia, No 1);Edward Packard;1986;Bantam Books
553801309;A Place of Hiding;ELIZABETH GEORGE;2003;Bantam
445210214;Mythology 101 (Questar Fantasy);Jody Lynn Nye;1993;Warner Books
375719350;The Man Who Japed;Philip K. Dick;2002;Vintage Books USA
345334302;Ringworld Engineers;Larry Niven;1990;Del Rey Books
380773945;Magicnet;John Dechancie;1994;Harper Mass Market Paperbacks (Mm)
345373413;The Quicksilver Screen;Don H. Debrandt;1992;Del Rey Books
345348176;From Doon With Death;Ruth Rendell;1990;Fawcett Books
679802614;Magic Elizabeth;Norma Kassirer;1990;Random House Childrens Books
590428098;Yours Truly, Shirley;Ann M. Martin;1990;Scholastic Paperbacks (Mm)
671702920;ROSY'S ROMANCE;Sheila Greenwald;1990;Aladdin
380757893;Witch House;Norma Tadlock Johnson;1990;Harpercollins Juvenile Books
440400759;Just As Long As We're Together;Judy Blume;1988;Yearling Books
590414976;Junior High Jitters (Junior High, No 1);M.L. Kenyon;1987;Scholastic Paperbacks (Mm)
684874318;Flesh And Blood;Michael Cunningham;1996;Touchstone
037570387X;The Autograph Man: A Novel (Vintage International (Paperback));Zadie Smith;2003;Vintage Books USA
451452925;Sisters in Fantasy;Susan Shwartz;1995;Roc
1559029838;Call of the Wild;Jack London;0;Selldowns/no More Orders
590414658;Just a Little Bit Lost;Laurel Trivelpiece;1988;Scholastic Paperbacks
671674919;The SUSPECT NEXT DOOR NANCY DREW FILES #39 (The Nancy Drew Files Case, No 39);Carolyn Keene;1989;Simon Pulse
441048862;Barbary;Vonda N. McIntyre;1993;Ace Books
553271547;SEARCH FOR DINOSAURS (Time Machine, No 2);DAVID BISCHOFF;1984;Starfire
553272004;Civil War Secret Agent (Time Machine, No 5);Steve Perry;1985;Starfire
451450787;Shadowrun: Never Deal With a Dragon (Secrets of Power, No 1);Robert N. Charrette;1990;Roc
451450876;Shadowrun: Choose Your Enemies Carefully (Shadowrun (Roc));Robert N. Charrette;1996;Roc
451450825;Shadowrun: Find Your Own Truth (Secrets of Power, Vol 3);Robert N. Charrette;1991;Roc
451452542;Striper Assassin (Shadowrun, 5254);Nyx Smith;1993;New Amer Library
451453026;Shadowrun: Nosferatu (Shadowrun (Roc));Carl Sargent;1994;Roc
451453727;Just Compensation (Shadowrun);Robert N. Charrette;1996;Roc
451453697;Who Hunts the Hunter (Shadowrun, No 16);Nyx Smith;1995;Roc
451453700;House of the Sun (Shadowrun);Nigel D. Findley;1995;Roc
451456998;Technobabel (Shadowrun , No 31);Stephen Kenson;1998;Roc
451459954;Wolf and Raven (Shadowrun (Roc));Michael A. Stackpole;1998;Roc
451457471;The Forever Drug (Shadowrun, No 37);Lisa Smedman;1999;Roc
451453689;Burning Bright (Shadowrun);Tom Dowd;1994;Roc
451457374;Run Hard, Die Fast (Shadowrun);Mel Odom;1999;Roc
451451899;Into the Shadows (Shadowrun, No. 7);Jordan K. Weisman;1992;New Amer Library
451451996;Streets of Blood (Shadowrun, No 8);Carl Sargent;1992;Roc
451453719;Worlds Without End (Shadowrun);Caroline Spector;1995;Roc
451452380;Night's Pawn (Shadowrun);Tom Dowd;1993;Roc
451458397;The Burning Time (Shadowrun, 40);Stephen Kenson;2001;Roc
451458184;Tails You Lose (Shadowrun, No 39);Lisa Smedman;2001;Roc
399143815;The Secret Warriors (Men at War (Hardcover));W. E. B. Griffin;1998;Putnam Publishing Group
441004911;Isaac Asimov's Christmas;Gardner Dozois;1997;Ace Books
671578375;Transvergence;Charles Sheffield;1999;Baen Books
440234948;Area 51: The Sphinx (Area 51 (Paperback));ROBERT DOHERTY;2000;Dell
671023187;Term Limits;Vince Flynn;1999;Pocket Star
395390338;Curious George and the Pizza;Margret Rey;1985;Houghton Mifflin
679746048;Girl, Interrupted;SUSANNA KAYSEN;1994;Vintage
684803143;Messiah;Andrei Codrescu;1999;"Simon &amp; Schuster Books"
451459245;The Firebrand: A Novel;Marion Zimmer Bradley;2003;Roc
743417720;The Third Witch: A Novel;Rebecca Reisert;2002;Washington Square Press
446610100;Wish You Well;David Baldacci;2001;Warner Books
1857027795;Diving Bell and the Butterfly;Jean Dominiqu Bauby;0;Fourth Estate Ltd
440216745;Whispers;BELVA PLAIN;1994;Dell
3453151720;Der Poet.;Michael Connelly;1999;Heyne
344242979X;Dunkles Leuchten.;David L. Lindsey;1996;Goldmann
3423241012;Ich, meine Freundin und all diese MÃ?Â¤nner.;Binnie Kirshenbaum;1997;Dtv
3423202343;Was MÃ?Â¤nner sagen.;Joan Smith;1999;Dtv
312966970;Four To Score (A Stephanie Plum Novel);Janet Evanovich;1999;St. Martin's Paperbacks
671730177;The Ultimate Maze Book;David Anson Russo;1991;"Simon &amp; Schuster"
671568485;The STAR TREK THE RETURN;William Shatner;1996;Audioworks
345352238;Fat Tuesday (Thomas Black Mysteries);Earl W. Emerson;1996;Fawcett Books
345334310;The Ship Who Sang;Anne McCaffrey;1993;Del Rey Books
671876937;Master of Many Treasures;Mary Brown;1995;Baen
671876015;Pigs Don't Fly;Mary Brown;1994;Baen
812533666;Isle of Woman (Geodyssey);Piers Anthony;1994;Tor Fantasy
893757837;Tale of Two Cities (Watermill Classics);Charles Dickens;1987;Troll Communications
1575663104;The Wall;Mary Rinehart;1998;Kensington Publishing Corporation
679766758;Push;Sapphire;1997;Vintage Books USA
874869226;She Said Yes: The Unlikely Martyrdom of Cassie Bernall;Misty Bernall;2001;Plough Publishing House
967224918;B-More Careful;Shannon Holmes;2001;Teri Woods Publishing
3492215416;Champagner und Kamillentee.;Franziska Stalmann;1992;Piper
3499431009;Finstere GrÃ?Â¼nde.;Colin Dexter;1993;Rowohlt Tb.
3442440246;Potsdamer Ableben.;Pieke Biermann;1998;Goldmann
3746618959;Sommer Ende Zwanzig.;Claudio Paglieri;2003;Aufbau Tb
3257228449;Der kugelrunde Roberto.;Susanna Tamaro;1995;Diogenes Verlag
3570204758;WindmÃ?Â¤hne. ( Ab 10 J.).;Sigrid Heuck;1999;Bertelsmann, MÃ?Â¼nchen
3548680291;Yeats ist tot! 15 Autoren schreiben einen sehr irischen Roman.;Marian Keyes;2001;Ullstein TB-Vlg
3442450144;Ehrensache.;Ian Rankin;2002;Goldmann
3442727758;Das letzte Konzert.;Bruce Alexander;2001;Btb Bei Goldmann
3426620685;SÃ?Â¼den und der StraÃ?Â?enbahntrinker.;Friedrich Ani;2002;"Droemersche Verlagsanstalt Th. Knaur Nachf., GmbH &amp; Co."
3596505429;Alberta empfÃ?Â¤ngt einen Liebhaber. JubilÃ?Â¤ums- Edition.;Birgit Vanderbeke;2002;Fischer (Tb.), Frankfurt
307100227;Precious Moments: What a Wonderful World (Golden Super Shape Book);Golden Books;1992;Golden Books
886251788;You'Ve Lost Your Marbles, Lickety Spilt;H Williams;1988;Durkin Hayes Publishing Ltd.
1590383141;The Forgotten Treasure (Book of Mormon Sleuth, Vol. 4);C. B. Andersen;2004;Deseret Book Company
61066591;Two of a Kind #19: Surprise, Surprise! (Two of a Kind, 19);"Mary-Kate &amp; Ashley Olsen";2001;HarperEntertainment
671522728;Lucky, Lucky Day (Full House Michelle);R.L. Stine;1995;Simon Spotlight
816735786;Meg and the Secret Scrapbook (Always Friends Club, No 1);Susan Meyers;1995;Troll Communications
689835752;Sheltie Saves The Day (Sheltie);Peter Clover;2000;Aladdin
152017976;Elidor;Alan Garner;1999;Magic Carpet Books
152017984;The Owl Service;Alan Garner;1999;Magic Carpet Books
3596271088;Hexenjagd. Ein Drama in 2 Akten.;Arthur Miller;1984;Fischer (Tb.), Frankfurt
3596270952;Tod eines Handlungsreisenden.;Arthur Miller;1986;Fischer (Tb.), Frankfurt
8477204055;El caballero de la armadura oxidada;Robert Fisher;2000;Obelisco
394577736;A Thousand Acres;Jane Smiley;1991;Alfred A. Knopf
151104506;Bailey's Cafe;Gloria Naylor;1992;Harcourt
425175006;The Body on the Beach: A Fethering Mystery (Fethering Mysteries (Hardcover));Simon Brett;2000;Prime Crime
345426274;The Analyst;John Katzenbach;2003;Ballantine Books
425186857;From This Moment on;Lynn Kurland;2002;Berkley Publishing Group
671003518;The BRIDE - PROMOTIONAL;Julie Garwood;1996;Pocket
051512317X;Rising Tides;Nora Roberts;2001;Jove Books
515114693;Born in Fire;Nora Roberts;1994;Jove Books
60507403;The Cheese Monkeys : A Novel in Two Semesters;Chip Kidd;2002;Perennial
679767398;South of the Border, West of the Sun;Haruki Murakami;2000;Vintage Books USA
553212761;Mansfield Park (Bantam Classic);Jane Austen;1983;Bantam Books
425174468;Bagombo Snuff Box: Uncollected Short Fiction;Kurt Vonnegut;2000;Berkley Publishing Group
044012929X;God Bless You, Mr. Rosewater or Pearls Before Swine;Kurt Vonnegut;1991;Dell Publishing Company
345367421;The Water-Method Man;John Irving;1990;Ballantine Books
60004533;The Neal Pollack Anthology of American Literature: The Collected Writings of Neal Pollack;Neal Pollack;2002;Perennial
380002930;Watership Down;Richard Adams;1976;Avon
080215185X;Teach Us to Outgrow Our Madness;Kenzaburo Oe;1977;Grove Press
888183152X;Uno, Nessuno E Centomila (Fiction, Poetry and Drama);Pirandello;0;Feltrinelli
8806155873;Un Giorno Dopo L'altro;Carlo Lucarelli;2000;Einaudi
718143043;The Safe House;Nicci French;1998;Michael Joseph
670858722;The Flaming Corsage;William J. Kennedy;1996;Viking Books
486280489;The Scarlet Letter (Dover Thrift Editions);Nathaniel Hawthorne;1994;Dover Publications
3821829494;Ensel und Krete. Ein MÃ?Â¤rchen aus Zamonien von Hildegunst von Mythenmetz.;Walter Moers;2000;Eichborn
312876912;Humans (Neanderthal Parallax);Robert J. Sawyer;2003;Tor Books
684148579;Have Spacesuit Will Travel;Robert Heinlein;1977;Macmillan Pub Co
553562967;Bellwether;Connie Willis;1997;Bantam Books
446363170;Cape Cod;William Martin;1992;Warner Books
804110379;Dangerous Mourning (William Monk Novels (Paperback));Anne Perry;1992;Fawcett Books
449003183;"Brunswick Gardens (Charlotte &amp; Thomas Pitt Novels (Paperback))";Anne Perry;1999;Fawcett Books
044920474X;Rutland Place;Anne Perry;1984;Fawcett Books
449244970;Paragon Walk;Anne Perry;1982;Fawcett Books
449210952;Death in the Devil's Acre;Anne Perry;1989;Fawcett Books
312971346;High Five (A Stephanie Plum Novel);Janet Evanovich;2000;St. Martin's Paperbacks
399147101;Potshot;Robert B. Parker;2001;G. P. Putnam's Sons
449146383;I, Vampire;Michael Romkey;1993;Fawcett Books
446603066;Guilt by Association;Susan R. Sloan;1996;Warner Books
446603821;Privileged Conversation;Evan Hunter;1997;Warner Books
449149374;The Vampire Princess;Michael Romkey;1996;Fawcett Books
553378260;Rita Will: Memoir of a Literary Rabble-Rouser;Rita Mae Brown;1999;Bantam
1556614438;Fire by Night (Refiner's Fire, 2);Lynn N. Austin;2003;Bethany House Publishers
312850581;Pastwatch: The Redemption of Christopher Columbus;Orson Scott Card;1996;St Martins Pr
140280553;Galileo's Daughter: A Historical Memoir of Science, Faith, and Love;Dava Sobel;2000;Penguin Books
930031067;The Man Who Planted Trees;Jean Giono;1987;Chelsea Green Publishing Company
60958022;Five Quarters of the Orange;Joanne Harris;2002;Perennial
385474016;Like Water for Chocolate: A Novel in Monthly Installments With Recipes, Romances and Home Remedies;Laura Esquivel;1994;Anchor Books/Doubleday
380804700;Partner in Crime;J.A. Jance;2003;Avon
500280673;Celtic Borders;Aidan Meehan;1999;"Thames &amp; Hudson"
